artist	track
The Kinks	Wicked Annabella
The Kinks	Yes Sir, No Sir
The Kinks	You Really Got Me
The Kitchen Cinq	Codine
The Kitchen Cinq	If You Think
The Knack	Lady In The Window
The Knack	Time Waits For No One
The Knickerbockers	My Feet Are Off The Ground
The Koala	Don't You Know What I Mean?
The Koobas	Barricades
The Koobas	Constantly Changing
The Koobas	Face
The Koobas	Gold Leaf Tree
The Koobas	Royston Rose
The Koobas	Where Are The Friends?
The Kreeg	Impressin'
The Laughing Wind	The Bells
The Leather Pages	Accept Me For What I Am
The Leaves	Lemmon Princess
The Left Banke	Barterers And Their Wives
The Left Banke	My Friend Today
The Left Banke	Pretty Ballerina
The Left Banke	Walk Away Renee
The Legend	Enjoy Yourself
The Legend	Portrait Of Youth
The Lemon Drops	I Live In The Springtime
The Lemon Drops	It Happens Everyday
The Lemon Drops	Popsicle Girl
The Lemon Drops	Sometime Ago
The Lemon Drops	The Theatre Of Your Eyes
The Lemon Pipers	Green Tambourine
The Lewis And Clarke Expedition	Daddy's Plastic Child
The Litter	He Couldn't Find One Anywhere
The Litter	The Egyptian
The Longboatmen	Take Her Any Time
The Looking Glasses	Visions
The Lords	Blue Horizon
The Loreys	Goin' Downtown
The Lost	Everybody Knows
The Lost Ones	Trouble In The Streets
The Lost Tribe	Walk One Way
The Lost	Violet Gown
The Love Exchange	Swallow The Sun (Dark On You Now)
The Lovin' Spoonful	Coconut Grove
The Lovin' Spoonful	Darling Be Home Soon
The Lovin' Spoonful	Lovin' You
The Lovin' Spoonful	Nashville Cats
The Lovin' Spoonful	On The Road Again
The Lovin' Spoonful	Respoken
The Lovin' Spoonful	Summer In The City
The Lovin' Spoonful	Unconscious Minute
The Magic Mushrooms	It's A Happening
The Majority	Charlotte Rose
The Mamas & The Papas	California Dreamin'
The Mamas & The Papas	Creeque Alley
The Mamas & The Papas	Got A Feelin'
The Mamas & The Papas	Go Where You Wanna Go
The Mamas & The Papas	Monday, Monday
The Mamas & The Papas	Rooms
The Mamas & The Papas	Words Of Love
The Mandrake Memorial	Bird Journey
The Mandrake Memorial	Dark Lady
The Mandrake Memorial	House Of Mirrors
The Mandrake Memorial	In Hiding
The Mandrake Memorial	Last Number
The Mandrake Memorial	Musical Man
The Mandrake Memorial	Puzzle
The Mandrake Memorial	Rainy May
The Marianne	As For Marionettes
The Marmalade	I See The Rain
The Master's Apprentices	Barefoot When I Saw Her
The Master's Apprentices	Michael
The Master's Apprentices	Our Friend Owsley Stanley III
The Master's Apprentices	Rio De Camero
The Master's Apprentices	War Or Hands Of Time
The Maze	Kissy Face
The Maze	Whispering Shadows
Them	Black Widow Spider
The Merry-Go-Round	Come Ride, Come Ride
The Merry-Go-Round	On Your Way Out
The Merry-Go-Round	Time Will Show The Wiser
Them	I Happen To Love You
The Millennium	Blight
The Millennium	I'm With You
The Millennium	It's You
The Millennium	Karmic Dream Sequence #1
The Millennium	Prelude
The Millennium	The Know It All
The Millennium	There Is Nothing More To Say
The Millennium	To Claudia On Thursday
The Minute Men	Disillusion
The Mission	Gailing Made It
The Misty Wizards	It's Love
The Misunderstood	Children Of The Sun
The Misunderstood	I Can Take You To The Sun
The Misunderstood	I Unseen
The Misunderstood	My Mind
The Misunderstood	Never Had A Girl (Like You Before)
The Mojo Men	Sit Down, I Think I Love You
The Mojo Men	Why Can't You Stay
The Mongrels	Good Good Man
The Monkees	A Little Bit Me, A Little Bit You
The Monkees	Auntie's Municipal Court
The Monkees	Daily Nightly
The Monkees	Daydream Believer
The Monkees	For Pete's Sake
The Monkees	I'm A Believer
The Monkees	(I'm Not Your) Steppin' Stone
The Monkees	Last Train To Clarksville
The Monkees	Listen To The Band
The Monkees	Long Title: Do I Have To Do This All Over Again
The Monkees	Love Is Only Sleeping
The Monkees	Mary, Mary
The Monkees	Pleasant Valley Sunday
The Monkees	Porpoise Song
The Monkees	Randy Scouse Gift
The Monkees	Saturday's Child
The Monkees	Seeger's Theme
The Monkees	She
The Monkees	Sometime In The Morning
The Monkees	Sweet Young Thing
The Monkees	Take A Giant Step
The Monkees	The Door Into Summer
The Monkees	The Girl I Knew Somewhere
The Monkees	(Theme From) The Monkees
The Monkees	Valleri
The Monkees	Words
The Monkees	You Just May Be The One
The Montanas	Difference Of Opinion
The Montanas	That's When Happiness Began
The Moody Blues	After You Came
The Moody Blues	And The Tide Rushes In
The Moody Blues	Another Morning
The Moody Blues	Are You Sitting Comfortably
The Moody Blues	Beyond
The Moody Blues	Candle Of Life
The Moody Blues	Cities
The Moody Blues	Dawning Is The Day
The Moody Blues	Dawn Is A Feeling
The Moody Blues	Departure
The Moody Blues	Don't You Feel Small
The Moody Blues	Dr. Livingstone, I Presume
The Moody Blues	Eternity Road
The Moody Blues	(Evening) Time To Get Away
The Moody Blues	Eyes Of A Child I
The Moody Blues	Eyes Of A Child II
The Moody Blues	Floating
The Moody Blues	Fly Me High
The Moody Blues	Forever Afternoon (Tuesday)
The Moody Blues	For My Lady
The Moody Blues	Gypsy
The Moody Blues	Have You Heard, Part 1
The Moody Blues	Have You Heard, Part 2
The Moody Blues	Higher And Higher
The Moody Blues	How Is It (We Are Here)
The Moody Blues	I'm Just A Singer (In A Rock And Roll Band)
The Moody Blues	I Never Thought I'd Live To Be A Hundred
The Moody Blues	I Never Thought I'd Live To Be A Million
The Moody Blues	Isn't Life Strange
The Moody Blues	It's Up To You
The Moody Blues	Lazy Day
The Moody Blues	Legend Of A Mind
The Moody Blues	Lost In A Lost World
The Moody Blues	Love And Beauty
The Moody Blues	Lovely To See You
The Moody Blues	Melancholy Man
The Moody Blues	Minstrel's Song
The Moody Blues	Never Comes The Day
The Moody Blues	New Horizons
The Moody Blues	Nights In White Satin
The Moody Blues	One More Time To Live
The Moody Blues	Out And In
The Moody Blues	Peak Hour
The Moody Blues	Question
The Moody Blues	Ride My See-Saw
The Moody Blues	Send Me No Wine
The Moody Blues	So Deep Within You
The Moody Blues	Sun Is Still Shining
The Moody Blues	The Balance
The Moody Blues	The Best Way To Travel
The Moody Blues	The Land Of Make-Believe
The Moody Blues	The Story In Your Eyes
The Moody Blues	The Sun Set
The Moody Blues	The Voyage
The Moody Blues	To Share Our Love
The Moody Blues	Twilight Time
The Moody Blues	Watching And Waiting
The Moody Blues	When You're A Free Man
The Moody Blues	You And Me
The Moon	Brother Lou's Love Colony
The Moon	Faces
The Moon	I Should Be Dreaming
The Moon	Not To Know
The Moon	Papers
The Mother Love	The Flim-Flam Man
The Mother Love	Where Do We Go From Here
The Mothers Of Invention	How Could I Be Such A Fool
The Mothers Of Invention	I'm Not Satisfied
The Mothers Of Invention	Jelly Roll Gum Drop
The Mothers Of Invention	Mom & Dad
The Mothers Of Invention	Motherly Love
The Mothers Of Invention	Mother People
The Mothers Of Invention	Trouble Every Day
The Mothers Of Invention	What's The Ugliest Part Of Your Body?
The Mothers Of Invention	Who Are The Brain Police?
The Mothers Of Invention	You Didn't Try To Call Me
The Mourning Reign	Cut Back
The Mourning Reign	Light Switch
The Move	Hey Grandma
The Move	Night Of Fear
The Moving Finger	Pain Of My Misfortune
The Movin' Morfomen	What's Happened To Me?
Them	Square Room
Them	Time Out For Time In
The Music Combination	Mechanical People
The Music Machine	Talk Talk
The Music Machine	To The Light
The Musics	It's The Little Things
The Mussies	12 O'Clock, July
Them	Waltz Of The Flies
Them	We've All Agreed To Help
The Mystery Trend	Johnny Was A Good Boy
The Mystery Trend	So Glad I Found You
The Mystic Astrologic Crystal Band	Ah Ha Ha Ha
The Mystic Astrologic Crystal Band	Authors
The Mystic Astrologic Crystal Band	Geometry Alley
The Mystic Astrologic Crystal Band	It's Strange
The Mystic Astrologic Crystal Band	Krystalyze
The Mystic Astrologic Crystal Band	Only Time
The Mystic Astrologic Crystal Band	The M.A.C.B. Theme
The Mystic Astrologic Crystal Band	Today
The Mystic Astrologic Crystal Band	Yellow Room
The Natural Gas	Sunnydays
The Neat Change	I Lied To Auntie May
The Nerve	Come The Day
The Network	The Boys And The Girls
The New Phoenix	Give To Me Your Love
The News	Follow My Footsteps
The Nice	Flower King Of Flies
The Nice	The Diamond Hard Blue Apples Of The Moon
The Nocturnes	Carpet Man
The Nuchez's	Open Up Your Mind
The Obvious	Here I Stood Before You
The One Eyed Jacks	Love
The Open Mind	Cast A Spell
The Open Mind	I Feel The Same Way Too
The Open Mind	Magic Potion
The Oracle	Don't Say No
The Orange Machine	Dr. Crippen's Waiting Room
The Orange Swirl Society	The Fourth Pipe
The Other Half	Mr. Pharmacist
The Other Half	Wonderful Day
The Outer Limits	Just One More Chance
The Pageboys	Theme From MIA
The Pagens	Mystic Cloud
The Paisleys	Something's Missing
The Paupers	Magic People
The Paupers	Numbers
The Paupers	Simple Deed
The Paupers	South Down Road
The Peanut Butter Conspiracy	Dark On You Now
The Peanut Butter Conspiracy	It's A Happening Thing
The Peanut Butter Conspiracy	Lonely Leaf
The Peanut Butter Conspiracy	The Most Up Till Now
The Peanut Butter Conspiracy	Time Is After You
The Peanut Butter Conspiracy	Too Many Do
The Peanut Butter Conspiracy	Turn On A Friend (To The Good Life)
The Peanut Butter Conspiracy	Twice Is Life
The Peanut Butter Conspiracy	Why Did I Get So High
The Peanut Butter Conspiracy	Wonderment
The Peanut Butter Conspiracy	You Should Know
The Peels	Time Marches On
The Peep Show	Mazy
The Pentangle	I Saw An Angel
The Pentangle	Poison
The Pentangle	Sally Free And Easy
The Peppermint Trolley Company	Reflections (On A Universal Theme)
The Peppermint Trolley Company	Sunrise
The Peppermint Trolley Company	Trust
The Petards	Tartarex
The Picadilly Line	At The Third Stroke
The Picture	Evolution
The Pied Pipers	Stay In My Life
The Plastic Cloud	Art's A Happy Man
The Plastic Cloud	Bridge Under The Sky
The Plastic Cloud	Dainty General Rides
The Plastic Cloud	Epistle To Paradise
The Plastic Cloud	Face Behind The Sun
The Plastic Cloud	You Don't Care
The Poets	In Your Tower
The Poets	That's The Way It's Got To Be
The Poets	Wooden Spoon
The Poor	She's Got The Time (She's Got The Changes)
The Pop Explosion	Fill My Soul
The Poppy Family	Free From The City
The Premiers	Get On This Plane
The Pretty Things	Balloon Burning
The Pretty Things	Baron Saturday
The Pretty Things	Bracelets Of Fingers
The Pretty Things	Death
The Pretty Things	Defecting Grey
The Pretty Things	I See You
The Pretty Things	Loneliest Person
The Pretty Things	Mr. Evasion
The Pretty Things	Old Man Going
The Pretty Things	Private Sorrow
The Pretty Things	S.F. Sorrow Is Born
The Pretty Things	She Says Good Morning
The Pretty Things	She Was Tall, She Was High
The Pretty Things	Talkin' About The Good Times
The Pretty Things	The Good Mr. Square
The Pretty Things	The Journey
The Pretty Things	Trust
The Pretty Things	Walking Through My Dreams
The Proposition	Two Faced Madonna
The Psychotics	If You Don't Believe Me, Don't
The Purge	The Mayor Of Simpleton Hall
The Purple Fox	Acid Test
The Purple Gang	Granny Takes A Trip
The Quest	The Last Days
The Quik	I Can't Sleep
The Raggamuffins	Hate To See A Good Thing Have To Go
The Rainbow Press	Better Way
The Ravelles	Psychedelic Movement
The Raves	Everything's Fire
The Remo Four	Live Like A Lady
The Reverbs	Lie In The Shade Of The Sun
The Robbs	Castles In The Air
The Rockin' Ramrods	Can't You See
The Rogues	Secondary Man
The Rolling Stones	19th Nervous Breakdown
The Rolling Stones	2000 Light Years From Home
The Rolling Stones	2000 Man
The Rolling Stones	Brown Sugar
The Rolling Stones	Can't You Hear Me Knocking
The Rolling Stones	Child Of The Moon
The Rolling Stones	Citadel
The Rolling Stones	Dandelion
The Rolling Stones	Downtown Suzie
The Rolling Stones	Gimmie Shelter
The Rolling Stones	Gomper
The Rolling Stones	Have You Seen Your Mother, Baby, Standing In The Shadow
The Rolling Stones	Honky Tonk Women
The Rolling Stones	(I Can't Get No) Satisfaction
The Rolling Stones	I Don't Know Why
The Rolling Stones	I'm Free
The Rolling Stones	I'm Going Down
The Rolling Stones	In Another Land
The Rolling Stones	Jumpin' Jack Flash
The Rolling Stones	Lady Jane
The Rolling Stones	Memo From Turner
The Rolling Stones	Monkey Man
The Rolling Stones	Moonlight Mile
The Rolling Stones	Mother's Little Helper
The Rolling Stones	On With The Show
The Rolling Stones	Paint It, Black
The Rolling Stones	Ruby Tuesday
The Rolling Stones	She's A Rainbow
The Rolling Stones	Sing This All Together
The Rolling Stones	Sister Morphine
The Rolling Stones	Stoned
The Rolling Stones	Street Fighting Man
The Rolling Stones	Sway
The Rolling Stones	Sympathy For The Devil
The Rolling Stones	The Lantern
The Rolling Stones	The Last Time
The Rolling Stones	Under My Thumb
The Rolling Stones	We Love You
The Rolling Stones	Wild Horses
The Rolling Stones	You Can't Always Get What You Want
The Rooneys	Walter Right
The Roosters	One Of These Days
The Royal Guardsmen	Magic Window
The Royal Guardsmen	Om
The Rubber Band	Forever Friday
The Salt	Lucifer
The Sands	Mrs. Gillespie's Refrigerator
The Sapians	Love Ain't Makin' It No More
The Savage Resurrection	Tahitian Melody
The Scandal	Girl, You're Goin' Out'a My Mind
The Scots Of St. James	Eiderdown Clown
The Second Time	Listen To The Music
The Seeds	Love In A Summer Basket
The Seeds	Mr. Farmer
The Seeds	Pushin' Too Hard
These Vizitors	Reacher Teacher
The Shades	Ballot Bachs
The Shades, Inc.	Who Loved Her
The Shadows Of Knight	Someone Like Me
The Shadows Of Knight	Taurus
The Shadows Of Knight	The Behemoth
The Shadows Of Time	Search Your Soul
The Shotgun Express	I Could Feel The Whole World Turn Round
The Shy Limbs	Love
The Shy Limbs	Trick Or Two
The Sidewalk Sounds	Gas Hassle
The Six O'Clock News	Working On The Road
The Skunks	I Need No One
The Slender Plenty	Silver Tree Top School For Boys
The Smoke	Gold Is The Colour Of Thought
The Smoke	If The Weather's Sunny
The Smoke	My Friend Jack
The Smoke	Sydney Gill
The Smoke	Utterly Simple
The Snaps	The Voice
The Societie	Bird Has Flown
The Sons Of Adam	Feathered Fish
The Sot Weed Factor	Say It Isn't So
The Sound Apparatus	Travel Agent Man
The Sound Sandwich	Zig Zag News
The Sparkles	I Want To Be Free
The Sparrow	Isn't It Strange
The Spencer Davis Group	Gimme Some Lovin'
The Spencer Davis Group	I'm A Man
The Springfield Rifle	Left Of Nowhere
The Staff	Napoleon
The Standells	All Fall Down
The Standells	Get Away From Here
The Status Quo	Elizabeth Dreams
The Status Quo	Face Without A Soul
The Status Quo	Green Tambourine
The Status Quo	Mr. Mind Detector
The Status Quo	Pictures Of Matchstick Men
The Status Quo	When My Mind Is Not Live
The Status Quo	You're Just What I Was Looking For Today
The Steve Miller Band	Baby's Callin' Me Home
The Steve Miller Band	Baby's House
The Steve Miller Band	Brave New World
The Steve Miller Band	Can't You Hear Your Daddy's Heartbeat
The Steve Miller Band	Celebration Song
The Steve Miller Band	Children Of The Future
The Steve Miller Band	Dear Mary
The Steve Miller Band	Dime-A-Dance Romance
The Steve Miller Band	Don't Let Nobody Turn You Around
The Steve Miller Band	Got Love 'Cause You Need It
The Steve Miller Band	I Love You
The Steve Miller Band	In My First Mind
The Steve Miller Band	Junior Saw It Happen
The Steve Miller Band	Just A Passin' Fancy In A Midnite Dream
The Steve Miller Band	Kow Kow
The Steve Miller Band	Living In The U.S.A.
The Steve Miller Band	LT's Midnight Dream
The Steve Miller Band	Lucky Man
The Steve Miller Band	Motherless Children
The Steve Miller Band	My Dark Hour
The Steve Miller Band	My Friend
The Steve Miller Band	Overdrive
The Steve Miller Band	Pushed Me To It
The Steve Miller Band	Quicksilver Girl
The Steve Miller Band	Roll With It
The Steve Miller Band	Seasons
The Steve Miller Band	Space Cowboy
The Steve Miller Band	Steppin' Stone
The Steve Miller Band	Your Saving Grace
The Steve Miller Band	You've Got The Power
The Stoics	Search For The Sea
The Stonemen	Faded Colors
The Sugar Shoppe	Baby Baby
The Sugar Shoppe	Skip-A-Long Sam
The Sugar Shoppe	The Candy Children Song
The Sundowners	Blue Green Eyes
The Sundowners	Sunny Day People
The Sunstone Lollypop	Never Sad
The Superfine Dandelion	Crazy Town (Move On Little Children)
The Superfine Dandelion	Ferris Wheel
The Superfine Dandelion	The Other Sidewalk
The Superfine Dandelion	What's The Hurry
The Sweets	It's My Fate
The Syn	14-Hour Technicolour Dream
The Syn	Grounded
The Syn	Mr. White's White Flying Machine
The Syn	The Last Performance Of The Royal Regimental, Very Victorious And Valiant Band
The Tasmanians	I Can't Explain This Feeling
The Tea Company	Flowers
The Third Bardo	I'm Five Years Ahead Of My Time
The Third Bardo	Rainbow Life
The Thundering Heard	Daisy's Prism
The Thundering Heard	Sunny St. Love
The Tickle	Subway (Smokey Pokey World)
The Tiffany Shade	Jaguar City Blues
The Tower	Slow Motion Mind
The Toyshop	Send My Love To Lucy
The Travel Agency	Emit
The Travel Agency	I'm Not Dead
The Travel Agency	She Understands
The Travel Agency	What's A Man
The Trixons	Sunny Side Sam
The Troggs	Everything's Funny
The Troggs	Love Is All Around
The Troggs	Maybe The Madman
The Troggs	The Raver
The Troggs	When Will The Rain Come
The Troggs	Wild Thing
The Truth	Momentarily Gone
The Truth	P.S. (Prognosis Stegnosis)
The Turnstyle	Riding A Wave
The Turtles	Happy Together
The Turtles	House On The Hill
The Turtles	John And Julie
The Turtles	Love In The City
The Turtles	Somewhere Friday Night
The Turtles	We Ain't Gonna Party No More
The Ugly Ducklings	Just In Case You Wonder
The Ugly Ducklings	Postman's Fancy
The Ugly Ducklings	That's Just The Thought That I Had In My Mind
The Uglys	The Quiet Explosion
The Underground Sunshine	Don't Shut Me Out
The Underground Sunshine	Nine To Five (Ain't My Bag)
The Underground Sunshine	Take Me, Break Me
The Undesyded	Freedom Of Love
The United States Of America	Coming Down
The United States Of America	The American Metaphysical Circus
The United States Of America	The Garden Of Earthly Delights
The United Travel Service	Drummer Of Your Mind
The United Travel Service	The Slightest Possibility
The United Travel Service	Wind And Stone
The Unknown	Red Admiral
The Unknown	The Light
The Vegetable Garden	Hypnotic Suggestion
The Vejtables	Shadows
The Velvet Underground	All Tomorrow's Parties
The Velvet Underground	Here She Comes Now
The Velvet Underground	Lonesome Cowboy Bill
The Velvet Underground	Ocean
The Velvet Underground	Run Run Run
The Velvet Underground	Sweet Jane
The Velvet Underground	The Gift
The Velvet Underground	Venus In Furs
The Velvet Underground	What Goes On
The Velvet Underground	Who Loves The Sun
The Village S.T.O.P.	Vibration
The Voice	The Train To Disaster
The Waters	Mother Samwell
The West Coast Pop Art Experimental Band	A Child's Guide To Good And Evil
The West Coast Pop Art Experimental Band	Ritual #1
The West Coast Pop Art Experimental Band	Ritual #2
The West Coast Pop Art Experimental Band	Smell Of Incense
The West Coast Pop Art Experimental Band	Until The Poorest Of People Have Money To Spend
The Whazoos	Inside Of Me
The Whether Bureau	Why Can't You And I
The Who	1921
The Who	Amazing Journey
The Who	A Quick One While He's Away
The Who	Armenia City In The Sky
The Who	Christmas
The Who	Cousin Kevin
The Who	Disguises
The Who	Don't Look Away
The Who	Go To The Mirror!
The Who	Happy Jack
The Who	I Can See For Miles
The Who	I Can't Explain
The Who	I'm Free
The Who	Instant Party (Circles)
The Who	It's A Boy
The Who	My Generation
The Who	Overture
The Who	Pinball Wizard
The Who	Sally Simpson
The Who	Sensation
The Who	Smash The Mirror
The Who	Tattoo
The Who	The Acid Queen
The Who	The Magic Bus
The Who	There's A Doctor
The Who	The Seeker
The Who	Tommy Can You Hear Me?
The Who	Tommy's Holiday Camp
The Who	Welcome
The Who	We're Not Gonna Take It
The Wild Cherries	Krome Plated Yabby
The Wild Flowers	More Than Me
The Woodchucks	Angry Generation
The World Column	Lantern Gospel
The World Of Oz	Like A Tear
The World Of Oz	We've All Seen The Queen
The Yankee Dollar	Johann Sebastian Cheetah
The Yardbirds	For Your Love
The Yardbirds	Happenings Ten Years Time Ago
The Yardbirds	Heart Full Of Soul
The Yardbirds	Over Under Sideways Down
The Yardbirds	Shapes Of Things
The Yardbirds	Think About It
The Yardbirds	Turn Into Earth
The Yellow Payges	Never Put Away My Love For You
The Yellow Payges	Vanilla On My Mind
The Youngbloods	All My Dreams Blue
The Youngbloods	Darkness, Darkness
The Youngbloods	Four In The Morning
The Youngbloods	Get Together
The Youngbloods	Smug
The Zipps	Lotus Love
The Zombies	Beechwood Park
The Zombies	Conversation Off Floral Street
The Zombies	Time Of The Season
This Generation	The Children Have Your Tongue
Thorinshield	Brave New World
Thorinshield	Family Of Man
Thorinshield	Life Is A Dream
Thorinshield	Lonely Mountain Again
Thorinshield	One Girl
Thorinshield	Pleasure Time
Thorinshield	Wrong, My Friend
Thunderclap Newman	Something In The Air
Timebox	Gone Is The Sad Man
Time	Sad Benjamin
Timothy Leary	Turn On, Tune In, Drop Out
Tinkerbells Fairydust	Lazy Day
Tinkerbells Fairydust	Marjorine
Tintern Abbey	Beeside
Tintern Abbey	Vacuum Cleaner
Toby Twirl	Movin' In
Toby Twirl	Romeo And Juliet
Toby Twirl	Toffee Apple Sunday
Toby Twirl	Utopia Daydream
Tom Dae Turned On	I Shall Walk
Tommy James & The Shondells	Cellophane Symphony
Tommy James & The Shondells	Changes
Tommy James & The Shondells	Crimson & Clover
Tommy James & The Shondells	Crystal Blue Persuasion
Tommy James & The Shondells	Evergreen
Tommy James & The Shondells	I Am A Tangerine
Tomorrow	Claramount Lake
Tomorrow	Colonel Brown
Tomorrow	Hallucinations
Tomorrow	My White Bicycle
Tomorrow	Now Your Time Has Come
Tomorrow	Real Life Permanent Dream
Tomorrow	Revolution
Tomorrow	Shy Boy
Tomorrow	The Incredible Journey Of Timothy Chase
Tomorrow	Why
Tony Hazzard	Fade Away Maureen
Traffic	Am I What I Was Or Was I What I Am
Traffic	Coloured Rain
Traffic	Cryin' To Be Heard
Traffic	Dear Mr. Fantasy
Traffic	Empty Pages
Traffic	Every Mother's Son
Traffic	Feelin' Alright
Traffic	Forty Thousand Headmen
Traffic	Freedom Rider
Traffic	Glad
Traffic	Heaven Is In Your Mind
Traffic	Hidden Treasure
Traffic	Hole In My Shoe
Traffic	Hope I Never Find Me There
Traffic	I Just Want You To Know
Traffic	John Barleycorn
Traffic	Just For You
Traffic	Light Up Or Leave Me Alone
Traffic	Many A Mile To Freedom
Traffic	Medicated Goo
Traffic	No Face, No Name And No Number
Traffic	Paper Sun
Traffic	Rainmaker
Traffic	Rock & Roll Stew
Traffic	Shouldn't Have Took More Than You Gave
Traffic	Smiling Phases
Traffic Sound	Destruction
Traffic	Stranger To Himself
Traffic	The Low Spark Of High Heeled Boys
Traffic	Utterly Simple
Traffic	Who Knows What Tomorrow May Bring
Trans Atlantic Train	You're Bringing Me Down
True Blue Facts	The Boy I Left Behind
Truth	Archimed's Pad (Squared Room)
Truth	Music From Big Puce
Truth	Music Is Life
T. Swift & The Electric Bag	Free Form In 6
Tuesday's Children	She
Turquoise	Saynia
Turquoise	Tales Of Flossie Fillet
Turquoise	Woodstock
Twink	Ten Thousand Words In A Cardboard Box
Twink	Tiptoe On The Highest Hill
Two Of Each	Trust
Tyde	Lost
Tyrannosaurus Rex	Once Upon The Seas Of Abyssinia
Tyrannosaurus Rex	Salamanda Palaganda
Ultimate Spinach	Happiness, Child
Ultimate Spinach	Mind Flowers
Ultimate Spinach	The World Has Just Begun
Unfolding	Play Your Game
US 69	I Hear You Talkin'
US 69	I'm On My Way (A Patch Of Blue)
Vanilla Fudge	You Keep Me Hangin' On
Vehicle	Mr. Organ Grinder
Velvett Fogg	Owed To The Dip
Velvett Fogg	Yellow Cave Woman
Virgin Sleep	Love
Virgin Sleep	Secret
Wally Shoop And Fubar	Words In My Head
Warm Sounds	Nite Is A Comin'
Warm Sounds	Smeta Murgaty
Waygood Ellis	I Like What I'm Tryin' To Do
Weird Herald	Saratoga James
Wellington Arrangement	Love
We The People	When I Arrive
Whalefeathers	Know Thyself
Whatt Four	Dandelion Wine
Whistler, Chaucer, Detroit And Greenhill	Day Of Childhood
Whistler, Chaucer, Detroit And Greenhill	House Of Collection
Whistler, Chaucer, Detroit And Greenhill	On Lusty Gentlemen
Whistler, Chaucer, Detroit And Greenhill	Ready To Move
Whistler, Chaucer, Detroit And Greenhill	The Viper (What John Rance Had To Tell)
Willie And The Red Rubber Band	Watch Out Fool Self
Wimple Winch	Save My Soul
Wimple Winch	The Last Hooray
Winston's Fumbs	Real Crazy Apartment
Winston's Fumbs	Snow White
Womb	Peace
Wool	I Don't Like You Anymore
Wool	If They Left Us Alone Now
Yes	Astral Traveller
Yes	Clear Days
Yes	Looking Around
Yes	Survival
Yes	Sweet Dreams
Yesterday's Obsession	The Phycle
Yes	Then
Yes	Time And A Word
Young Blood	Masquerade
Young Flowers	City Of Friends
Young Flowers	Like Birds
